# kaynak veri/kopru/capraz_kontrol.npz; CSV 1/10 seyreltildi, PNG tam cozunurlukten cizildi; voltaj maks fark 0 mV
# dogrulama_capraz.png kaynak verisi
t_ms,v_hoc,v_py,fark_mV
2478,-51.4072,-51.4072,0
2478.25,-51.0841,-51.0841,0
2478.5,-50.6655,-50.6655,0
2478.75,-50.0611,-50.0611,0
2479,-48.9405,-48.9405,0
2479.25,-41.7639,-41.7639,0
2479.5,22.2021,22.2021,0
2479.75,4.14343,4.14343,0
2480,-9.93011,-9.93011,0
2480.25,-20.281,-20.281,0
2480.5,-30.0817,-30.0817,0
2480.75,-40.9016,-40.9016,0
2481,-48.0318,-48.0318,0
2481.25,-51.0444,-51.0444,0
2481.5,-52.4357,-52.4357,0
2481.75,-53.1418,-53.1418,0
2482,-53.5204,-53.5204,0
2482.25,-53.7365,-53.7365,0
2482.5,-53.8733,-53.8733,0
2482.75,-53.9743,-53.9743,0
2483,-54.0624,-54.0624,0
2483.25,-54.1493,-54.1493,0
2483.5,-54.2404,-54.2404,0
2483.75,-54.338,-54.338,0
2484,-54.4423,-54.4423,0
2484.25,-54.5527,-54.5527,0
2484.5,-54.6681,-54.6681,0
2484.75,-54.7873,-54.7873,0
2485,-54.9091,-54.9091,0
2485.25,-55.0324,-55.0324,0
2485.5,-55.1561,-55.1561,0
2485.75,-55.2795,-55.2795,0
2486,-55.4016,-55.4016,0
2486.25,-55.522,-55.522,0
2486.5,-55.6402,-55.6402,0
2486.75,-55.7557,-55.7557,0
2487,-55.8683,-55.8683,0
2487.25,-55.9776,-55.9776,0
2487.5,-56.0836,-56.0836,0
2487.75,-56.186,-56.186,0
2488,-56.2849,-56.2849,0
2488.25,-56.3801,-56.3801,0
2488.5,-56.4716,-56.4716,0
2488.75,-56.5595,-56.5595,0
2489,-56.6437,-56.6437,0
2489.25,-56.7244,-56.7244,0
2489.5,-56.8015,-56.8015,0
2489.75,-56.8751,-56.8751,0
2490,-56.9453,-56.9453,0
2490.25,-57.0121,-57.0121,0
2490.5,-57.0757,-57.0757,0
2490.75,-57.1361,-57.1361,0
2491,-57.1933,-57.1933,0
2491.25,-57.2476,-57.2476,0
2491.5,-57.2989,-57.2989,0
2491.75,-57.3474,-57.3474,0
2492,-57.3931,-57.3931,0
2492.25,-57.4361,-57.4361,0
2492.5,-57.4766,-57.4766,0
2492.75,-57.5145,-57.5145,0
2493,-57.5499,-57.5499,0
2493.25,-57.583,-57.583,0
2493.5,-57.6138,-57.6138,0
2493.75,-57.6423,-57.6423,0
2494,-57.6687,-57.6687,0
2494.25,-57.693,-57.693,0
2494.5,-57.7153,-57.7153,0
2494.75,-57.7356,-57.7356,0
2495,-57.7541,-57.7541,0
2495.25,-57.7707,-57.7707,0
2495.5,-57.7855,-57.7855,0
2495.75,-57.7985,-57.7985,0
2496,-57.81,-57.81,0
2496.25,-57.8198,-57.8198,0
2496.5,-57.828,-57.828,0
2496.75,-57.8347,-57.8347,0
2497,-57.8399,-57.8399,0
2497.25,-57.8437,-57.8437,0
2497.5,-57.8461,-57.8461,0
2497.75,-57.8471,-57.8471,0
2498,-57.8468,-57.8468,0
2498.25,-57.8453,-57.8453,0
2498.5,-57.8425,-57.8425,0
2498.75,-57.8386,-57.8386,0
2499,-57.8334,-57.8334,0
2499.25,-57.8272,-57.8272,0
2499.5,-57.8198,-57.8198,0
2499.75,-57.8113,-57.8113,0
2500,-57.8019,-57.8019,0
2500.25,-57.7914,-57.7914,0
2500.5,-57.7799,-57.7799,0
2500.75,-57.7674,-57.7674,0
2501,-57.7541,-57.7541,0
2501.25,-57.7398,-57.7398,0
2501.5,-57.7246,-57.7246,0
2501.75,-57.7085,-57.7085,0
2502,-57.6916,-57.6916,0
2502.25,-57.6739,-57.6739,0
2502.5,-57.6554,-57.6554,0
2502.75,-57.6361,-57.6361,0
2503,-57.616,-57.616,0
2503.25,-57.5951,-57.5951,0
2503.5,-57.5736,-57.5736,0
2503.75,-57.5513,-57.5513,0
2504,-57.5283,-57.5283,0
2504.25,-57.5046,-57.5046,0
2504.5,-57.4802,-57.4802,0
2504.75,-57.4552,-57.4552,0
2505,-57.4295,-57.4295,0
2505.25,-57.4032,-57.4032,0
2505.5,-57.3763,-57.3763,0
2505.75,-57.3487,-57.3487,0
2506,-57.3206,-57.3206,0
2506.25,-57.2918,-57.2918,0
2506.5,-57.2625,-57.2625,0
2506.75,-57.2326,-57.2326,0
2507,-57.2021,-57.2021,0
2507.25,-57.171,-57.171,0
2507.5,-57.1395,-57.1395,0
2507.75,-57.1073,-57.1073,0
2508,-57.0747,-57.0747,0
2508.25,-57.0414,-57.0414,0
2508.5,-57.0077,-57.0077,0
2508.75,-56.9735,-56.9735,0
2509,-56.9387,-56.9387,0
2509.25,-56.9034,-56.9034,0
2509.5,-56.8677,-56.8677,0
2509.75,-56.8314,-56.8314,0
2510,-56.7946,-56.7946,0
2510.25,-56.7573,-56.7573,0
2510.5,-56.7195,-56.7195,0
2510.75,-56.6812,-56.6812,0
2511,-56.6425,-56.6425,0
2511.25,-56.6032,-56.6032,0
2511.5,-56.5635,-56.5635,0
2511.75,-56.5232,-56.5232,0
2512,-56.4825,-56.4825,0
2512.25,-56.4413,-56.4413,0
2512.5,-56.3996,-56.3996,0
2512.75,-56.3574,-56.3574,0
2513,-56.3147,-56.3147,0
2513.25,-56.2715,-56.2715,0
2513.5,-56.2278,-56.2278,0
2513.75,-56.1835,-56.1835,0
2514,-56.1388,-56.1388,0
2514.25,-56.0936,-56.0936,0
2514.5,-56.0478,-56.0478,0
2514.75,-56.0015,-56.0015,0
2515,-55.9547,-55.9547,0
2515.25,-55.9073,-55.9073,0
2515.5,-55.8593,-55.8593,0
2515.75,-55.8109,-55.8109,0
2516,-55.7618,-55.7618,0
2516.25,-55.7121,-55.7121,0
2516.5,-55.6619,-55.6619,0
2516.75,-55.611,-55.611,0
2517,-55.5595,-55.5595,0
2517.25,-55.5074,-55.5074,0
2517.5,-55.4546,-55.4546,0
2517.75,-55.4012,-55.4012,0
2518,-55.347,-55.347,0
2518.25,-55.2922,-55.2922,0
2518.5,-55.2366,-55.2366,0
2518.75,-55.1802,-55.1802,0
2519,-55.1231,-55.1231,0
2519.25,-55.0651,-55.0651,0
2519.5,-55.0063,-55.0063,0
2519.75,-54.9466,-54.9466,0
2520,-54.886,-54.886,0
2520.25,-54.8244,-54.8244,0
2520.5,-54.7618,-54.7618,0
2520.75,-54.6982,-54.6982,0
2521,-54.6335,-54.6335,0
2521.25,-54.5676,-54.5676,0
2521.5,-54.5005,-54.5005,0
2521.75,-54.4321,-54.4321,0
2522,-54.3624,-54.3624,0
2522.25,-54.2912,-54.2912,0
2522.5,-54.2184,-54.2184,0
2522.75,-54.144,-54.144,0
2523,-54.0679,-54.0679,0
2523.25,-53.9898,-53.9898,0
2523.5,-53.9098,-53.9098,0
2523.75,-53.8275,-53.8275,0
2524,-53.7429,-53.7429,0
2524.25,-53.6556,-53.6556,0
2524.5,-53.5656,-53.5656,0
2524.75,-53.4723,-53.4723,0
2525,-53.3757,-53.3757,0
2525.25,-53.2751,-53.2751,0
2525.5,-53.1703,-53.1703,0
2525.75,-53.0606,-53.0606,0
2526,-52.9453,-52.9453,0
2526.25,-52.8236,-52.8236,0
2526.5,-52.6944,-52.6944,0
2526.75,-52.5565,-52.5565,0
2527,-52.4081,-52.4081,0
2527.25,-52.2468,-52.2468,0
2527.5,-52.0696,-52.0696,0
2527.75,-51.8718,-51.8718,0
2528,-51.6467,-51.6467,0
2528.25,-51.3836,-51.3836,0
2528.5,-51.0641,-51.0641,0
2528.75,-50.6521,-50.6521,0
2529,-50.0625,-50.0625,0
2529.25,-48.9938,-48.9938,0
2529.5,-42.9185,-42.9185,0
2529.75,22.1524,22.1524,0
2530,5.09168,5.09168,0
2530.25,-9.24148,-9.24148,0
2530.5,-19.7005,-19.7005,0
2530.75,-29.4312,-29.4312,0
2531,-40.2649,-40.2649,0
2531.25,-47.7314,-47.7314,0
2531.5,-50.8994,-50.8994,0
2531.75,-52.3462,-52.3462,0
2532,-53.0741,-53.0741,0
2532.25,-53.4603,-53.4603,0
2532.5,-53.677,-53.677,0
2532.75,-53.8109,-53.8109,0
2533,-53.9072,-53.9072,0
2533.25,-53.9896,-53.9896,0
2533.5,-54.0703,-54.0703,0
2533.75,-54.1551,-54.1551,0
2534,-54.2463,-54.2463,0
2534.25,-54.3443,-54.3443,0
2534.5,-54.4486,-54.4486,0
2534.75,-54.558,-54.558,0
2535,-54.6715,-54.6715,0
2535.25,-54.7877,-54.7877,0
2535.5,-54.9056,-54.9056,0
2535.75,-55.0242,-55.0242,0
2536,-55.1425,-55.1425,0
2536.25,-55.2599,-55.2599,0
2536.5,-55.3757,-55.3757,0
2536.75,-55.4894,-55.4894,0
2537,-55.6007,-55.6007,0
2537.25,-55.7091,-55.7091,0
2537.5,-55.8145,-55.8145,0
2537.75,-55.9166,-55.9166,0
2538,-56.0154,-56.0154,0
2538.25,-56.1107,-56.1107,0
2538.5,-56.2024,-56.2024,0
2538.75,-56.2907,-56.2907,0
2539,-56.3753,-56.3753,0
2539.25,-56.4565,-56.4565,0
2539.5,-56.5341,-56.5341,0
2539.75,-56.6083,-56.6083,0
2540,-56.6791,-56.6791,0
2540.25,-56.7465,-56.7465,0
2540.5,-56.8107,-56.8107,0
2540.75,-56.8717,-56.8717,0
2541,-56.9296,-56.9296,0
2541.25,-56.9844,-56.9844,0
2541.5,-57.0363,-57.0363,0
2541.75,-57.0853,-57.0853,0
2542,-57.1315,-57.1315,0
2542.25,-57.175,-57.175,0
2542.5,-57.2159,-57.2159,0
2542.75,-57.2542,-57.2542,0
2543,-57.29,-57.29,0
2543.25,-57.3234,-57.3234,0
2543.5,-57.3545,-57.3545,0
2543.75,-57.3834,-57.3834,0
2544,-57.41,-57.41,0
2544.25,-57.4346,-57.4346,0
2544.5,-57.457,-57.457,0
2544.75,-57.4775,-57.4775,0
2545,-57.4961,-57.4961,0
2545.25,-57.5128,-57.5128,0
2545.5,-57.5276,-57.5276,0
2545.75,-57.5407,-57.5407,0
2546,-57.5522,-57.5522,0
2546.25,-57.5619,-57.5619,0
2546.5,-57.5701,-57.5701,0
2546.75,-57.5767,-57.5767,0
2547,-57.5818,-57.5818,0
2547.25,-57.5854,-57.5854,0
2547.5,-57.5876,-57.5876,0
2547.75,-57.5884,-57.5884,0
2548,-57.5879,-57.5879,0
2548.25,-57.5861,-57.5861,0
2548.5,-57.5831,-57.5831,0
2548.75,-57.5788,-57.5788,0
2549,-57.5733,-57.5733,0
2549.25,-57.5666,-57.5666,0
2549.5,-57.5588,-57.5588,0
2549.75,-57.5499,-57.5499,0
2550,-57.54,-57.54,0
2550.25,-57.529,-57.529,0
2550.5,-57.517,-57.517,0
2550.75,-57.504,-57.504,0
2551,-57.4901,-57.4901,0
2551.25,-57.4752,-57.4752,0
2551.5,-57.4594,-57.4594,0
2551.75,-57.4426,-57.4426,0
2552,-57.4251,-57.4251,0
2552.25,-57.4066,-57.4066,0
2552.5,-57.3874,-57.3874,0
2552.75,-57.3673,-57.3673,0
2553,-57.3464,-57.3464,0
2553.25,-57.3248,-57.3248,0
2553.5,-57.3023,-57.3023,0
2553.75,-57.2792,-57.2792,0
2554,-57.2553,-57.2553,0
2554.25,-57.2307,-57.2307,0
2554.5,-57.2053,-57.2053,0
2554.75,-57.1793,-57.1793,0
2555,-57.1526,-57.1526,0
2555.25,-57.1252,-57.1252,0
2555.5,-57.0972,-57.0972,0
2555.75,-57.0686,-57.0686,0
2556,-57.0393,-57.0393,0
2556.25,-57.0093,-57.0093,0
2556.5,-56.9788,-56.9788,0
2556.75,-56.9476,-56.9476,0
2557,-56.9159,-56.9159,0
2557.25,-56.8835,-56.8835,0
2557.5,-56.8506,-56.8506,0
2557.75,-56.817,-56.817,0
2558,-56.7829,-56.7829,0
2558.25,-56.7483,-56.7483,0
2558.5,-56.713,-56.713,0
2558.75,-56.6772,-56.6772,0
2559,-56.6409,-56.6409,0
2559.25,-56.604,-56.604,0
2559.5,-56.5665,-56.5665,0
2559.75,-56.5285,-56.5285,0
2560,-56.49,-56.49,0
2560.25,-56.4509,-56.4509,0
2560.5,-56.4112,-56.4112,0
2560.75,-56.371,-56.371,0
2561,-56.3303,-56.3303,0
2561.25,-56.289,-56.289,0
2561.5,-56.2472,-56.2472,0
2561.75,-56.2048,-56.2048,0
2562,-56.1619,-56.1619,0
2562.25,-56.1184,-56.1184,0
2562.5,-56.0744,-56.0744,0
2562.75,-56.0298,-56.0298,0
2563,-55.9846,-55.9846,0
2563.25,-55.9388,-55.9388,0
2563.5,-55.8925,-55.8925,0
2563.75,-55.8456,-55.8456,0
2564,-55.7981,-55.7981,0
2564.25,-55.75,-55.75,0
2564.5,-55.7012,-55.7012,0
2564.75,-55.6519,-55.6519,0
2565,-55.6019,-55.6019,0
2565.25,-55.5512,-55.5512,0
2565.5,-55.4999,-55.4999,0
2565.75,-55.4479,-55.4479,0
2566,-55.3952,-55.3952,0
2566.25,-55.3418,-55.3418,0
2566.5,-55.2877,-55.2877,0
2566.75,-55.2328,-55.2328,0
2567,-55.1771,-55.1771,0
2567.25,-55.1206,-55.1206,0
2567.5,-55.0633,-55.0633,0
2567.75,-55.0052,-55.0052,0
2568,-54.9461,-54.9461,0
2568.25,-54.8861,-54.8861,0
2568.5,-54.8252,-54.8252,0
2568.75,-54.7632,-54.7632,0
2569,-54.7002,-54.7002,0
2569.25,-54.6361,-54.6361,0
2569.5,-54.5708,-54.5708,0
2569.75,-54.5044,-54.5044,0
2570,-54.4366,-54.4366,0
2570.25,-54.3675,-54.3675,0
2570.5,-54.297,-54.297,0
2570.75,-54.225,-54.225,0
2571,-54.1513,-54.1513,0
2571.25,-54.076,-54.076,0
2571.5,-53.9988,-53.9988,0
2571.75,-53.9196,-53.9196,0
2572,-53.8384,-53.8384,0
2572.25,-53.7548,-53.7548,0
2572.5,-53.6687,-53.6687,0
2572.75,-53.5799,-53.5799,0
2573,-53.4881,-53.4881,0
2573.25,-53.393,-53.393,0
2573.5,-53.2943,-53.2943,0
2573.75,-53.1915,-53.1915,0
2574,-53.0841,-53.0841,0
2574.25,-52.9716,-52.9716,0
2574.5,-52.8531,-52.8531,0
2574.75,-52.7278,-52.7278,0
2575,-52.5945,-52.5945,0
2575.25,-52.4517,-52.4517,0
2575.5,-52.2974,-52.2974,0
2575.75,-52.129,-52.129,0
2576,-51.9429,-51.9429,0
2576.25,-51.7337,-51.7337,0
2576.5,-51.4932,-51.4932,0
2576.75,-51.2079,-51.2079,0
2577,-50.8538,-50.8538,0
2577.25,-50.3799,-50.3799,0
2577.5,-49.6486,-49.6486,0
2577.75,-47.9512,-47.9512,0
2578,-24.4892,-24.4892,0
2578.25,15.6669,15.6669,0
2578.5,-1.82463,-1.82463,0
2578.75,-14.0745,-14.0745,0
2579,-23.8048,-23.8048,0
2579.25,-34.0564,-34.0564,0
2579.5,-44.1841,-44.1841,0
2579.75,-49.4128,-49.4128,0
2580,-51.6269,-51.6269,0
2580.25,-52.6867,-52.6867,0
2580.5,-53.2304,-53.2304,0
2580.75,-53.5223,-53.5223,0
2581,-53.6895,-53.6895,0
2581.25,-53.797,-53.797,0
2581.5,-53.8791,-53.8791,0
2581.75,-53.9537,-53.9537,0
2582,-54.0297,-54.0297,0
2582.25,-54.1111,-54.1111,0
2582.5,-54.1994,-54.1994,0
2582.75,-54.2943,-54.2943,0
2583,-54.3952,-54.3952,0
2583.25,-54.5009,-54.5009,0
2583.5,-54.6102,-54.6102,0
2583.75,-54.7219,-54.7219,0
2584,-54.8349,-54.8349,0
2584.25,-54.9483,-54.9483,0
2584.5,-55.0613,-55.0613,0
2584.75,-55.1733,-55.1733,0
2585,-55.2835,-55.2835,0
2585.25,-55.3916,-55.3916,0
2585.5,-55.4973,-55.4973,0
2585.75,-55.6001,-55.6001,0
2586,-55.7,-55.7,0
2586.25,-55.7966,-55.7966,0
2586.5,-55.89,-55.89,0
2586.75,-55.98,-55.98,0
2587,-56.0666,-56.0666,0
2587.25,-56.1497,-56.1497,0
2587.5,-56.2294,-56.2294,0
2587.75,-56.3057,-56.3057,0
2588,-56.3786,-56.3786,0
2588.25,-56.4482,-56.4482,0
2588.5,-56.5145,-56.5145,0
2588.75,-56.5775,-56.5775,0
2589,-56.6374,-56.6374,0
2589.25,-56.6942,-56.6942,0
2589.5,-56.7481,-56.7481,0
2589.75,-56.7989,-56.7989,0
2590,-56.847,-56.847,0
2590.25,-56.8922,-56.8922,0
2590.5,-56.9348,-56.9348,0
2590.75,-56.9747,-56.9747,0
2591,-57.0121,-57.0121,0
2591.25,-57.047,-57.047,0
2591.5,-57.0796,-57.0796,0
2591.75,-57.1098,-57.1098,0
2592,-57.1377,-57.1377,0
2592.25,-57.1635,-57.1635,0
2592.5,-57.1871,-57.1871,0
2592.75,-57.2087,-57.2087,0
2593,-57.2283,-57.2283,0
2593.25,-57.2459,-57.2459,0
2593.5,-57.2617,-57.2617,0
2593.75,-57.2757,-57.2757,0
2594,-57.2879,-57.2879,0
2594.25,-57.2984,-57.2984,0
2594.5,-57.3072,-57.3072,0
2594.75,-57.3145,-57.3145,0
2595,-57.3201,-57.3201,0
2595.25,-57.3243,-57.3243,0
2595.5,-57.327,-57.327,0
2595.75,-57.3282,-57.3282,0
2596,-57.3281,-57.3281,0
2596.25,-57.3266,-57.3266,0
2596.5,-57.3238,-57.3238,0
2596.75,-57.3197,-57.3197,0
2597,-57.3144,-57.3144,0
2597.25,-57.3079,-57.3079,0
2597.5,-57.3002,-57.3002,0
2597.75,-57.2914,-57.2914,0
2598,-57.2815,-57.2815,0
2598.25,-57.2704,-57.2704,0
2598.5,-57.2583,-57.2583,0
2598.75,-57.2452,-57.2452,0
2599,-57.2311,-57.2311,0
2599.25,-57.216,-57.216,0
2599.5,-57.2,-57.2,0
2599.75,-57.183,-57.183,0
2600,-57.1651,-57.1651,0
2600.25,-57.1463,-57.1463,0
2600.5,-57.1266,-57.1266,0
2600.75,-57.1061,-57.1061,0
2601,-57.0848,-57.0848,0
2601.25,-57.0626,-57.0626,0
2601.5,-57.0396,-57.0396,0
2601.75,-57.0159,-57.0159,0
2602,-56.9913,-56.9913,0
2602.25,-56.966,-56.966,0
2602.5,-56.94,-56.94,0
2602.75,-56.9132,-56.9132,0
2603,-56.8858,-56.8858,0
2603.25,-56.8576,-56.8576,0
2603.5,-56.8287,-56.8287,0
2603.75,-56.7991,-56.7991,0
2604,-56.7688,-56.7688,0
2604.25,-56.7379,-56.7379,0
2604.5,-56.7063,-56.7063,0
2604.75,-56.6741,-56.6741,0
2605,-56.6412,-56.6412,0
2605.25,-56.6077,-56.6077,0
2605.5,-56.5736,-56.5736,0
2605.75,-56.5388,-56.5388,0
2606,-56.5034,-56.5034,0
2606.25,-56.4674,-56.4674,0
2606.5,-56.4308,-56.4308,0
2606.75,-56.3936,-56.3936,0
2607,-56.3557,-56.3557,0
2607.25,-56.3173,-56.3173,0
2607.5,-56.2782,-56.2782,0
2607.75,-56.2386,-56.2386,0
2608,-56.1983,-56.1983,0
2608.25,-56.1574,-56.1574,0
2608.5,-56.116,-56.116,0
2608.75,-56.0739,-56.0739,0
2609,-56.0312,-56.0312,0
2609.25,-55.9879,-55.9879,0
2609.5,-55.944,-55.944,0
2609.75,-55.8995,-55.8995,0
2610,-55.8544,-55.8544,0
2610.25,-55.8086,-55.8086,0
2610.5,-55.7622,-55.7622,0
2610.75,-55.7151,-55.7151,0
2611,-55.6674,-55.6674,0
2611.25,-55.619,-55.619,0
2611.5,-55.57,-55.57,0
2611.75,-55.5202,-55.5202,0
2612,-55.4698,-55.4698,0
2612.25,-55.4186,-55.4186,0
2612.5,-55.3667,-55.3667,0
2612.75,-55.3141,-55.3141,0
2613,-55.2607,-55.2607,0
2613.25,-55.2066,-55.2066,0
2613.5,-55.1516,-55.1516,0
2613.75,-55.0958,-55.0958,0
2614,-55.0391,-55.0391,0
2614.25,-54.9816,-54.9816,0
2614.5,-54.9231,-54.9231,0
2614.75,-54.8637,-54.8637,0
2615,-54.8033,-54.8033,0
2615.25,-54.7419,-54.7419,0
2615.5,-54.6794,-54.6794,0
2615.75,-54.6158,-54.6158,0
2616,-54.5511,-54.5511,0
2616.25,-54.4851,-54.4851,0
2616.5,-54.4179,-54.4179,0
2616.75,-54.3493,-54.3493,0
2617,-54.2793,-54.2793,0
2617.25,-54.2077,-54.2077,0
2617.5,-54.1346,-54.1346,0
2617.75,-54.0598,-54.0598,0
2618,-53.9831,-53.9831,0
2618.25,-53.9045,-53.9045,0
2618.5,-53.8238,-53.8238,0
2618.75,-53.7409,-53.7409,0
2619,-53.6555,-53.6555,0
2619.25,-53.5674,-53.5674,0
2619.5,-53.4764,-53.4764,0
2619.75,-53.3822,-53.3822,0
2620,-53.2845,-53.2845,0
2620.25,-53.1828,-53.1828,0
2620.5,-53.0767,-53.0767,0
2620.75,-52.9656,-52.9656,0
2621,-52.8489,-52.8489,0
2621.25,-52.7257,-52.7257,0
2621.5,-52.5948,-52.5948,0
2621.75,-52.455,-52.455,0
2622,-52.3045,-52.3045,0
2622.25,-52.1409,-52.1409,0
2622.5,-51.961,-51.961,0
2622.75,-51.76,-51.76,0
2623,-51.531,-51.531,0
2623.25,-51.2628,-51.2628,0
2623.5,-50.9359,-50.9359,0
2623.75,-50.5119,-50.5119,0
2624,-49.897,-49.897,0
2624.25,-48.7365,-48.7365,0
2624.5,-40.6856,-40.6856,0
2624.75,21.4194,21.4194,0
2625,3.50371,3.50371,0
2625.25,-10.2766,-10.2766,0
2625.5,-20.4944,-20.4944,0
2625.75,-30.2654,-30.2654,0
2626,-41.0554,-41.0554,0
2626.25,-48.0729,-48.0729,0
2626.5,-51.0153,-51.0153,0
2626.75,-52.3647,-52.3647,0
2627,-53.0406,-53.0406,0
2627.25,-53.3948,-53.3948,0
2627.5,-53.5896,-53.5896,0
2627.75,-53.7067,-53.7067,0
2628,-53.7889,-53.7889,0
2628.25,-53.8587,-53.8587,0
2628.5,-53.9275,-53.9275,0
2628.75,-54.0007,-54.0007,0
2629,-54.0806,-54.0806,0
2629.25,-54.1674,-54.1674,0
2629.5,-54.2606,-54.2606,0
2629.75,-54.359,-54.359,0
2630,-54.4615,-54.4615,0
2630.25,-54.567,-54.567,0
2630.5,-54.6743,-54.6743,0
2630.75,-54.7825,-54.7825,0
2631,-54.8906,-54.8906,0
2631.25,-54.998,-54.998,0
2631.5,-55.1041,-55.1041,0
2631.75,-55.2083,-55.2083,0
2632,-55.3103,-55.3103,0
2632.25,-55.4098,-55.4098,0
2632.5,-55.5065,-55.5065,0
2632.75,-55.6001,-55.6001,0
2633,-55.6906,-55.6906,0
2633.25,-55.778,-55.778,0
2633.5,-55.862,-55.862,0
2633.75,-55.9427,-55.9427,0
2634,-56.02,-56.02,0
2634.25,-56.094,-56.094,0
2634.5,-56.1648,-56.1648,0
2634.75,-56.2322,-56.2322,0
2635,-56.2965,-56.2965,0
2635.25,-56.3576,-56.3576,0
2635.5,-56.4156,-56.4156,0
2635.75,-56.4706,-56.4706,0
2636,-56.5226,-56.5226,0
2636.25,-56.5718,-56.5718,0
2636.5,-56.6181,-56.6181,0
2636.75,-56.6617,-56.6617,0
2637,-56.7026,-56.7026,0
2637.25,-56.7409,-56.7409,0
2637.5,-56.7767,-56.7767,0
2637.75,-56.8101,-56.8101,0
2638,-56.8411,-56.8411,0
2638.25,-56.8698,-56.8698,0
2638.5,-56.8963,-56.8963,0
2638.75,-56.9206,-56.9206,0
2639,-56.9428,-56.9428,0
2639.25,-56.9629,-56.9629,0
2639.5,-56.9811,-56.9811,0
2639.75,-56.9973,-56.9973,0
2640,-57.0117,-57.0117,0
2640.25,-57.0243,-57.0243,0
2640.5,-57.0351,-57.0351,0
2640.75,-57.0442,-57.0442,0
2641,-57.0517,-57.0517,0
2641.25,-57.0575,-57.0575,0
2641.5,-57.0618,-57.0618,0
2641.75,-57.0646,-57.0646,0
2642,-57.0659,-57.0659,0
2642.25,-57.0658,-57.0658,0
2642.5,-57.0643,-57.0643,0
2642.75,-57.0615,-57.0615,0
2643,-57.0573,-57.0573,0
2643.25,-57.0519,-57.0519,0
2643.5,-57.0452,-57.0452,0
2643.75,-57.0373,-57.0373,0
2644,-57.0282,-57.0282,0
2644.25,-57.0179,-57.0179,0
2644.5,-57.0066,-57.0066,0
2644.75,-56.9941,-56.9941,0
2645,-56.9806,-56.9806,0
2645.25,-56.966,-56.966,0
2645.5,-56.9505,-56.9505,0
2645.75,-56.9339,-56.9339,0
2646,-56.9164,-56.9164,0
2646.25,-56.8979,-56.8979,0
2646.5,-56.8784,-56.8784,0
2646.75,-56.8581,-56.8581,0
2647,-56.8369,-56.8369,0
2647.25,-56.8148,-56.8148,0
2647.5,-56.7919,-56.7919,0
2647.75,-56.7681,-56.7681,0
2648,-56.7434,-56.7434,0
2648.25,-56.718,-56.718,0
2648.5,-56.6918,-56.6918,0
2648.75,-56.6648,-56.6648,0
2649,-56.637,-56.637,0
2649.25,-56.6085,-56.6085,0
2649.5,-56.5792,-56.5792,0
2649.75,-56.5492,-56.5492,0
2650,-56.5184,-56.5184,0
2650.25,-56.487,-56.487,0
2650.5,-56.4548,-56.4548,0
2650.75,-56.4219,-56.4219,0
2651,-56.3883,-56.3883,0
2651.25,-56.354,-56.354,0
2651.5,-56.3191,-56.3191,0
2651.75,-56.2834,-56.2834,0
2652,-56.2471,-56.2471,0
2652.25,-56.2101,-56.2101,0
2652.5,-56.1725,-56.1725,0
2652.75,-56.1342,-56.1342,0
2653,-56.0952,-56.0952,0
2653.25,-56.0555,-56.0555,0
2653.5,-56.0152,-56.0152,0
2653.75,-55.9742,-55.9742,0
2654,-55.9325,-55.9325,0
2654.25,-55.8902,-55.8902,0
2654.5,-55.8472,-55.8472,0
2654.75,-55.8035,-55.8035,0
2655,-55.7592,-55.7592,0
2655.25,-55.7142,-55.7142,0
2655.5,-55.6684,-55.6684,0
2655.75,-55.622,-55.622,0
2656,-55.5749,-55.5749,0
2656.25,-55.527,-55.527,0
2656.5,-55.4784,-55.4784,0
2656.75,-55.4291,-55.4291,0
2657,-55.3791,-55.3791,0
2657.25,-55.3282,-55.3282,0
2657.5,-55.2766,-55.2766,0
2657.75,-55.2242,-55.2242,0
2658,-55.171,-55.171,0
2658.25,-55.117,-55.117,0
2658.5,-55.062,-55.062,0
2658.75,-55.0062,-55.0062,0
2659,-54.9495,-54.9495,0
2659.25,-54.8919,-54.8919,0
2659.5,-54.8333,-54.8333,0
2659.75,-54.7737,-54.7737,0
2660,-54.713,-54.713,0
2660.25,-54.6513,-54.6513,0
2660.5,-54.5885,-54.5885,0
2660.75,-54.5244,-54.5244,0
2661,-54.4592,-54.4592,0
2661.25,-54.3926,-54.3926,0
2661.5,-54.3247,-54.3247,0
2661.75,-54.2554,-54.2554,0
2662,-54.1846,-54.1846,0
2662.25,-54.1121,-54.1121,0
2662.5,-54.038,-54.038,0
2662.75,-53.9621,-53.9621,0
2663,-53.8843,-53.8843,0
2663.25,-53.8043,-53.8043,0
2663.5,-53.7222,-53.7222,0
2663.75,-53.6377,-53.6377,0
2664,-53.5505,-53.5505,0
2664.25,-53.4605,-53.4605,0
2664.5,-53.3674,-53.3674,0
2664.75,-53.2709,-53.2709,0
2665,-53.1706,-53.1706,0
2665.25,-53.066,-53.066,0
2665.5,-52.9567,-52.9567,0
2665.75,-52.8419,-52.8419,0
2666,-52.721,-52.721,0
2666.25,-52.5929,-52.5929,0
2666.5,-52.4563,-52.4563,0
2666.75,-52.3098,-52.3098,0
2667,-52.1512,-52.1512,0
2667.25,-51.9776,-51.9776,0
2667.5,-51.7849,-51.7849,0
