# kaynak veri/kopru/capraz_kontrol.npz; CSV 1/10 seyreltildi, PNG tam cozunurlukten cizildi; voltaj maks fark 0 mV
# dogrulama_capraz.png kaynak verisi
t_ms,v_hoc,v_py,fark_mV
774.5,-60.7517,-60.7517,0
774.75,-60.7497,-60.7497,0
775,-60.7478,-60.7478,0
775.25,-60.7458,-60.7458,0
775.5,-60.7439,-60.7439,0
775.75,-60.742,-60.742,0
776,-60.74,-60.74,0
776.25,-60.7381,-60.7381,0
776.5,-60.7361,-60.7361,0
776.75,-60.7342,-60.7342,0
777,-60.7322,-60.7322,0
777.25,-60.7303,-60.7303,0
777.5,-60.7283,-60.7283,0
777.75,-60.7264,-60.7264,0
778,-60.7244,-60.7244,0
778.25,-60.7225,-60.7225,0
778.5,-60.7205,-60.7205,0
778.75,-60.7186,-60.7186,0
779,-60.7166,-60.7166,0
779.25,-60.7147,-60.7147,0
779.5,-60.7127,-60.7127,0
779.75,-60.7108,-60.7108,0
780,-60.7088,-60.7088,0
780.25,-60.7069,-60.7069,0
780.5,-60.7049,-60.7049,0
780.75,-60.7029,-60.7029,0
781,-60.701,-60.701,0
781.25,-60.699,-60.699,0
781.5,-60.6971,-60.6971,0
781.75,-60.6951,-60.6951,0
782,-60.6932,-60.6932,0
782.25,-60.6912,-60.6912,0
782.5,-60.6893,-60.6893,0
782.75,-60.6873,-60.6873,0
783,-60.6853,-60.6853,0
783.25,-60.6834,-60.6834,0
783.5,-60.6814,-60.6814,0
783.75,-60.6795,-60.6795,0
784,-60.6775,-60.6775,0
784.25,-60.6755,-60.6755,0
784.5,-60.6736,-60.6736,0
784.75,-60.6716,-60.6716,0
785,-60.6697,-60.6697,0
785.25,-60.6677,-60.6677,0
785.5,-60.6657,-60.6657,0
785.75,-60.6638,-60.6638,0
786,-60.6618,-60.6618,0
786.25,-60.6599,-60.6599,0
786.5,-60.6579,-60.6579,0
786.75,-60.6559,-60.6559,0
787,-60.654,-60.654,0
787.25,-60.652,-60.652,0
787.5,-60.65,-60.65,0
787.75,-60.6481,-60.6481,0
788,-60.6461,-60.6461,0
788.25,-60.6441,-60.6441,0
788.5,-60.6422,-60.6422,0
788.75,-60.6402,-60.6402,0
789,-60.6382,-60.6382,0
789.25,-60.6363,-60.6363,0
789.5,-60.6343,-60.6343,0
789.75,-60.6323,-60.6323,0
790,-60.6304,-60.6304,0
790.25,-60.6284,-60.6284,0
790.5,-60.6264,-60.6264,0
790.75,-60.6244,-60.6244,0
791,-60.6225,-60.6225,0
791.25,-60.6205,-60.6205,0
791.5,-60.6185,-60.6185,0
791.75,-60.6166,-60.6166,0
792,-60.6146,-60.6146,0
792.25,-60.6126,-60.6126,0
792.5,-60.6106,-60.6106,0
792.75,-60.6087,-60.6087,0
793,-60.6067,-60.6067,0
793.25,-60.6047,-60.6047,0
793.5,-60.6027,-60.6027,0
793.75,-60.6008,-60.6008,0
794,-60.5988,-60.5988,0
794.25,-60.5968,-60.5968,0
794.5,-60.5948,-60.5948,0
794.75,-60.5929,-60.5929,0
795,-60.5909,-60.5909,0
795.25,-60.5889,-60.5889,0
795.5,-60.5869,-60.5869,0
795.75,-60.5849,-60.5849,0
796,-60.583,-60.583,0
796.25,-60.581,-60.581,0
796.5,-60.579,-60.579,0
796.75,-60.577,-60.577,0
797,-60.575,-60.575,0
797.25,-60.5731,-60.5731,0
797.5,-60.5711,-60.5711,0
797.75,-60.5691,-60.5691,0
798,-60.5671,-60.5671,0
798.25,-60.5651,-60.5651,0
798.5,-60.5631,-60.5631,0
798.75,-60.5612,-60.5612,0
799,-60.5592,-60.5592,0
799.25,-60.5572,-60.5572,0
799.5,-60.5552,-60.5552,0
799.75,-60.5532,-60.5532,0
800,-60.5512,-60.5512,0
800.25,-60.5492,-60.5492,0
800.5,-60.5473,-60.5473,0
800.75,-60.5453,-60.5453,0
801,-60.5433,-60.5433,0
801.25,-60.5413,-60.5413,0
801.5,-60.5393,-60.5393,0
801.75,-60.5373,-60.5373,0
802,-60.5353,-60.5353,0
802.25,-60.5333,-60.5333,0
802.5,-60.5313,-60.5313,0
802.75,-60.5294,-60.5294,0
803,-60.5274,-60.5274,0
803.25,-60.5254,-60.5254,0
803.5,-60.5234,-60.5234,0
803.75,-60.5214,-60.5214,0
804,-60.5194,-60.5194,0
804.25,-60.5174,-60.5174,0
804.5,-60.5154,-60.5154,0
804.75,-60.5134,-60.5134,0
805,-60.5114,-60.5114,0
805.25,-60.5094,-60.5094,0
805.5,-60.5074,-60.5074,0
805.75,-60.5054,-60.5054,0
806,-60.5034,-60.5034,0
806.25,-60.5014,-60.5014,0
806.5,-60.4994,-60.4994,0
806.75,-60.4974,-60.4974,0
807,-60.4954,-60.4954,0
807.25,-60.4934,-60.4934,0
807.5,-60.4914,-60.4914,0
807.75,-60.4894,-60.4894,0
808,-60.4874,-60.4874,0
808.25,-60.4854,-60.4854,0
808.5,-60.4834,-60.4834,0
808.75,-60.4814,-60.4814,0
809,-60.4794,-60.4794,0
809.25,-60.4774,-60.4774,0
809.5,-60.4754,-60.4754,0
809.75,-60.4734,-60.4734,0
810,-60.4714,-60.4714,0
810.25,-60.4694,-60.4694,0
810.5,-60.4674,-60.4674,0
810.75,-60.4654,-60.4654,0
811,-60.4634,-60.4634,0
811.25,-60.4614,-60.4614,0
811.5,-60.4594,-60.4594,0
811.75,-60.4574,-60.4574,0
812,-60.4554,-60.4554,0
812.25,-60.4534,-60.4534,0
812.5,-60.4513,-60.4513,0
812.75,-60.4493,-60.4493,0
813,-60.4473,-60.4473,0
813.25,-60.4453,-60.4453,0
813.5,-60.4433,-60.4433,0
813.75,-60.4413,-60.4413,0
814,-60.4393,-60.4393,0
814.25,-60.4373,-60.4373,0
814.5,-60.4353,-60.4353,0
814.75,-60.4332,-60.4332,0
815,-60.4312,-60.4312,0
815.25,-60.4292,-60.4292,0
815.5,-60.4272,-60.4272,0
815.75,-60.4252,-60.4252,0
816,-60.4232,-60.4232,0
816.25,-60.4212,-60.4212,0
816.5,-60.4191,-60.4191,0
816.75,-60.4171,-60.4171,0
817,-60.4151,-60.4151,0
817.25,-60.4131,-60.4131,0
817.5,-60.4111,-60.4111,0
817.75,-60.409,-60.409,0
818,-60.407,-60.407,0
818.25,-60.405,-60.405,0
818.5,-60.403,-60.403,0
818.75,-60.401,-60.401,0
819,-60.3989,-60.3989,0
819.25,-60.3969,-60.3969,0
819.5,-60.3949,-60.3949,0
819.75,-60.3929,-60.3929,0
820,-60.3909,-60.3909,0
820.25,-60.3888,-60.3888,0
820.5,-60.3868,-60.3868,0
820.75,-60.3848,-60.3848,0
821,-60.3828,-60.3828,0
821.25,-60.3807,-60.3807,0
821.5,-60.3787,-60.3787,0
821.75,-60.3767,-60.3767,0
822,-60.3747,-60.3747,0
822.25,-60.3726,-60.3726,0
822.5,-60.3706,-60.3706,0
822.75,-60.3686,-60.3686,0
823,-60.3665,-60.3665,0
823.25,-60.3645,-60.3645,0
823.5,-60.3625,-60.3625,0
823.75,-60.3605,-60.3605,0
824,-60.3584,-60.3584,0
824.25,-60.3564,-60.3564,0
824.5,-60.3544,-60.3544,0
824.75,-60.3523,-60.3523,0
825,-60.3503,-60.3503,0
825.25,-60.3483,-60.3483,0
825.5,-60.3462,-60.3462,0
825.75,-60.3442,-60.3442,0
826,-60.3422,-60.3422,0
826.25,-60.3401,-60.3401,0
826.5,-60.3381,-60.3381,0
826.75,-60.3361,-60.3361,0
827,-60.334,-60.334,0
827.25,-60.332,-60.332,0
827.5,-60.3299,-60.3299,0
827.75,-60.3279,-60.3279,0
828,-60.3259,-60.3259,0
828.25,-60.3238,-60.3238,0
828.5,-60.3218,-60.3218,0
828.75,-60.3198,-60.3198,0
829,-60.3177,-60.3177,0
829.25,-60.3157,-60.3157,0
829.5,-60.3136,-60.3136,0
829.75,-60.3116,-60.3116,0
830,-60.3095,-60.3095,0
830.25,-60.3075,-60.3075,0
830.5,-60.3055,-60.3055,0
830.75,-60.3034,-60.3034,0
831,-60.3014,-60.3014,0
831.25,-60.2993,-60.2993,0
831.5,-60.2973,-60.2973,0
831.75,-60.2952,-60.2952,0
832,-60.2932,-60.2932,0
832.25,-60.2911,-60.2911,0
832.5,-60.2891,-60.2891,0
832.75,-60.287,-60.287,0
833,-60.285,-60.285,0
833.25,-60.2829,-60.2829,0
833.5,-60.2809,-60.2809,0
833.75,-60.2788,-60.2788,0
834,-60.2768,-60.2768,0
834.25,-60.2747,-60.2747,0
834.5,-60.2727,-60.2727,0
834.75,-60.2706,-60.2706,0
835,-60.2686,-60.2686,0
835.25,-60.2665,-60.2665,0
835.5,-60.2645,-60.2645,0
835.75,-60.2624,-60.2624,0
836,-60.2604,-60.2604,0
836.25,-60.2583,-60.2583,0
836.5,-60.2563,-60.2563,0
836.75,-60.2542,-60.2542,0
837,-60.2522,-60.2522,0
837.25,-60.2501,-60.2501,0
837.5,-60.248,-60.248,0
837.75,-60.246,-60.246,0
838,-60.2439,-60.2439,0
838.25,-60.2419,-60.2419,0
838.5,-60.2398,-60.2398,0
838.75,-60.2377,-60.2377,0
839,-60.2357,-60.2357,0
839.25,-60.2336,-60.2336,0
839.5,-60.2316,-60.2316,0
839.75,-60.2295,-60.2295,0
840,-60.2274,-60.2274,0
840.25,-60.2254,-60.2254,0
840.5,-60.2233,-60.2233,0
840.75,-60.2212,-60.2212,0
841,-60.2192,-60.2192,0
841.25,-60.2171,-60.2171,0
841.5,-60.215,-60.215,0
841.75,-60.213,-60.213,0
842,-60.2109,-60.2109,0
842.25,-60.2088,-60.2088,0
842.5,-60.2068,-60.2068,0
842.75,-60.2047,-60.2047,0
843,-60.2026,-60.2026,0
843.25,-60.2006,-60.2006,0
843.5,-60.1985,-60.1985,0
843.75,-60.1964,-60.1964,0
844,-60.1944,-60.1944,0
844.25,-60.1923,-60.1923,0
844.5,-60.1902,-60.1902,0
844.75,-60.1881,-60.1881,0
845,-60.1861,-60.1861,0
845.25,-60.184,-60.184,0
845.5,-60.1819,-60.1819,0
845.75,-60.1798,-60.1798,0
846,-60.1778,-60.1778,0
846.25,-60.1757,-60.1757,0
846.5,-60.1736,-60.1736,0
846.75,-60.1715,-60.1715,0
847,-60.1695,-60.1695,0
847.25,-60.1674,-60.1674,0
847.5,-60.1653,-60.1653,0
847.75,-60.1632,-60.1632,0
848,-60.1611,-60.1611,0
848.25,-60.1591,-60.1591,0
848.5,-60.157,-60.157,0
848.75,-60.1549,-60.1549,0
849,-60.1528,-60.1528,0
849.25,-60.1507,-60.1507,0
849.5,-60.1487,-60.1487,0
849.75,-60.1466,-60.1466,0
850,-60.1445,-60.1445,0
850.25,-60.1424,-60.1424,0
850.5,-60.1403,-60.1403,0
850.75,-60.1382,-60.1382,0
851,-60.1361,-60.1361,0
851.25,-60.1341,-60.1341,0
851.5,-60.132,-60.132,0
851.75,-60.1299,-60.1299,0
852,-60.1278,-60.1278,0
852.25,-60.1257,-60.1257,0
852.5,-60.1236,-60.1236,0
852.75,-60.1215,-60.1215,0
853,-60.1194,-60.1194,0
853.25,-60.1173,-60.1173,0
853.5,-60.1153,-60.1153,0
853.75,-60.1132,-60.1132,0
854,-60.1111,-60.1111,0
854.25,-60.109,-60.109,0
854.5,-60.1069,-60.1069,0
854.75,-60.1048,-60.1048,0
855,-60.1027,-60.1027,0
855.25,-60.1006,-60.1006,0
855.5,-60.0985,-60.0985,0
855.75,-60.0964,-60.0964,0
856,-60.0943,-60.0943,0
856.25,-60.0922,-60.0922,0
856.5,-60.0901,-60.0901,0
856.75,-60.088,-60.088,0
857,-60.0859,-60.0859,0
857.25,-60.0838,-60.0838,0
857.5,-60.0817,-60.0817,0
857.75,-60.0796,-60.0796,0
858,-60.0775,-60.0775,0
858.25,-60.0754,-60.0754,0
858.5,-60.0733,-60.0733,0
858.75,-60.0712,-60.0712,0
859,-60.0691,-60.0691,0
859.25,-60.067,-60.067,0
859.5,-60.0649,-60.0649,0
859.75,-60.0628,-60.0628,0
860,-60.0607,-60.0607,0
860.25,-60.0586,-60.0586,0
860.5,-60.0565,-60.0565,0
860.75,-60.0544,-60.0544,0
861,-60.0522,-60.0522,0
861.25,-60.0501,-60.0501,0
861.5,-60.048,-60.048,0
861.75,-60.0459,-60.0459,0
862,-60.0438,-60.0438,0
862.25,-60.0417,-60.0417,0
862.5,-60.0396,-60.0396,0
862.75,-60.0375,-60.0375,0
863,-60.0354,-60.0354,0
863.25,-60.0332,-60.0332,0
863.5,-60.0311,-60.0311,0
863.75,-60.029,-60.029,0
864,-60.0269,-60.0269,0
864.25,-60.0248,-60.0248,0
864.5,-60.0227,-60.0227,0
864.75,-60.0205,-60.0205,0
865,-60.0184,-60.0184,0
865.25,-60.0163,-60.0163,0
865.5,-60.0142,-60.0142,0
865.75,-60.0121,-60.0121,0
866,-60.01,-60.01,0
866.25,-60.0078,-60.0078,0
866.5,-60.0057,-60.0057,0
866.75,-60.0036,-60.0036,0
867,-60.0015,-60.0015,0
867.25,-59.9993,-59.9993,0
867.5,-59.9972,-59.9972,0
867.75,-59.9951,-59.9951,0
868,-59.993,-59.993,0
868.25,-59.9908,-59.9908,0
868.5,-59.9887,-59.9887,0
868.75,-59.9866,-59.9866,0
869,-59.9845,-59.9845,0
869.25,-59.9823,-59.9823,0
869.5,-59.9802,-59.9802,0
869.75,-59.9781,-59.9781,0
870,-59.9759,-59.9759,0
870.25,-59.9738,-59.9738,0
870.5,-59.9717,-59.9717,0
870.75,-59.9696,-59.9696,0
871,-59.9674,-59.9674,0
871.25,-59.9653,-59.9653,0
871.5,-59.9632,-59.9632,0
871.75,-59.961,-59.961,0
872,-59.9589,-59.9589,0
872.25,-59.9568,-59.9568,0
872.5,-59.9546,-59.9546,0
872.75,-59.9525,-59.9525,0
873,-59.9503,-59.9503,0
873.25,-59.9482,-59.9482,0
873.5,-59.9461,-59.9461,0
873.75,-59.9439,-59.9439,0
874,-59.9418,-59.9418,0
874.25,-59.9396,-59.9396,0
874.5,-59.9375,-59.9375,0
874.75,-59.9354,-59.9354,0
875,-59.9332,-59.9332,0
875.25,-59.9311,-59.9311,0
875.5,-59.9289,-59.9289,0
875.75,-59.9268,-59.9268,0
876,-59.9247,-59.9247,0
876.25,-59.9225,-59.9225,0
876.5,-59.9204,-59.9204,0
876.75,-59.9182,-59.9182,0
877,-59.9161,-59.9161,0
877.25,-59.9139,-59.9139,0
877.5,-59.9118,-59.9118,0
877.75,-59.9096,-59.9096,0
878,-59.9075,-59.9075,0
878.25,-59.9053,-59.9053,0
878.5,-59.9032,-59.9032,0
878.75,-59.901,-59.901,0
879,-59.8989,-59.8989,0
879.25,-59.8967,-59.8967,0
879.5,-59.8946,-59.8946,0
879.75,-59.8924,-59.8924,0
880,-59.8903,-59.8903,0
880.25,-59.8881,-59.8881,0
880.5,-59.8859,-59.8859,0
880.75,-59.8838,-59.8838,0
881,-59.8816,-59.8816,0
881.25,-59.8795,-59.8795,0
881.5,-59.8773,-59.8773,0
881.75,-59.8752,-59.8752,0
882,-59.873,-59.873,0
882.25,-59.8708,-59.8708,0
882.5,-59.8687,-59.8687,0
882.75,-59.8665,-59.8665,0
883,-59.8644,-59.8644,0
883.25,-59.8622,-59.8622,0
883.5,-59.86,-59.86,0
883.75,-59.8579,-59.8579,0
884,-59.8557,-59.8557,0
884.25,-59.8535,-59.8535,0
884.5,-59.8514,-59.8514,0
884.75,-59.8492,-59.8492,0
885,-59.847,-59.847,0
885.25,-59.8449,-59.8449,0
885.5,-59.8427,-59.8427,0
885.75,-59.8405,-59.8405,0
886,-59.8384,-59.8384,0
886.25,-59.8362,-59.8362,0
886.5,-59.834,-59.834,0
886.75,-59.8319,-59.8319,0
887,-59.8297,-59.8297,0
887.25,-59.8275,-59.8275,0
887.5,-59.8253,-59.8253,0
887.75,-59.8232,-59.8232,0
888,-59.821,-59.821,0
888.25,-59.8188,-59.8188,0
888.5,-59.8166,-59.8166,0
888.75,-59.8145,-59.8145,0
889,-59.8123,-59.8123,0
889.25,-59.8101,-59.8101,0
889.5,-59.8079,-59.8079,0
889.75,-59.8057,-59.8057,0
890,-59.8036,-59.8036,0
890.25,-59.8014,-59.8014,0
890.5,-59.7992,-59.7992,0
890.75,-59.797,-59.797,0
891,-59.7948,-59.7948,0
891.25,-59.7927,-59.7927,0
891.5,-59.7905,-59.7905,0
891.75,-59.7883,-59.7883,0
892,-59.7861,-59.7861,0
892.25,-59.7839,-59.7839,0
892.5,-59.7817,-59.7817,0
892.75,-59.7795,-59.7795,0
893,-59.7774,-59.7774,0
893.25,-59.7752,-59.7752,0
893.5,-59.773,-59.773,0
893.75,-59.7708,-59.7708,0
894,-59.7686,-59.7686,0
894.25,-59.7664,-59.7664,0
894.5,-59.7642,-59.7642,0
894.75,-59.762,-59.762,0
895,-59.7598,-59.7598,0
895.25,-59.7576,-59.7576,0
895.5,-59.7554,-59.7554,0
895.75,-59.7532,-59.7532,0
896,-59.751,-59.751,0
896.25,-59.7488,-59.7488,0
896.5,-59.7467,-59.7467,0
896.75,-59.7445,-59.7445,0
897,-59.7423,-59.7423,0
897.25,-59.7401,-59.7401,0
897.5,-59.7379,-59.7379,0
897.75,-59.7357,-59.7357,0
898,-59.7335,-59.7335,0
898.25,-59.7312,-59.7312,0
898.5,-59.729,-59.729,0
898.75,-59.7268,-59.7268,0
899,-59.7246,-59.7246,0
899.25,-59.7224,-59.7224,0
899.5,-59.7202,-59.7202,0
899.75,-59.718,-59.718,0
900,-59.7158,-59.7158,0
900.25,-59.7136,-59.7136,0
900.5,-59.7114,-59.7114,0
900.75,-59.7092,-59.7092,0
901,-59.707,-59.707,0
901.25,-59.7048,-59.7048,0
901.5,-59.7026,-59.7026,0
901.75,-59.7003,-59.7003,0
902,-59.6981,-59.6981,0
902.25,-59.6959,-59.6959,0
902.5,-59.6937,-59.6937,0
902.75,-59.6915,-59.6915,0
903,-59.6893,-59.6893,0
903.25,-59.6871,-59.6871,0
903.5,-59.6848,-59.6848,0
903.75,-59.6826,-59.6826,0
904,-59.6804,-59.6804,0
904.25,-59.6782,-59.6782,0
904.5,-59.676,-59.676,0
904.75,-59.6737,-59.6737,0
905,-59.6715,-59.6715,0
905.25,-59.6693,-59.6693,0
905.5,-59.6671,-59.6671,0
905.75,-59.6649,-59.6649,0
906,-59.6626,-59.6626,0
906.25,-59.6604,-59.6604,0
906.5,-59.6582,-59.6582,0
906.75,-59.656,-59.656,0
907,-59.6537,-59.6537,0
907.25,-59.6515,-59.6515,0
907.5,-59.6493,-59.6493,0
907.75,-59.647,-59.647,0
908,-59.6448,-59.6448,0
908.25,-59.6426,-59.6426,0
908.5,-59.6404,-59.6404,0
908.75,-59.6381,-59.6381,0
909,-59.6359,-59.6359,0
909.25,-59.6337,-59.6337,0
909.5,-59.6314,-59.6314,0
909.75,-59.6292,-59.6292,0
910,-59.6269,-59.6269,0
910.25,-59.6247,-59.6247,0
910.5,-59.6225,-59.6225,0
910.75,-59.6202,-59.6202,0
911,-59.618,-59.618,0
911.25,-59.6158,-59.6158,0
911.5,-59.6135,-59.6135,0
911.75,-59.6113,-59.6113,0
912,-59.609,-59.609,0
912.25,-59.6068,-59.6068,0
912.5,-59.6046,-59.6046,0
912.75,-59.6023,-59.6023,0
913,-59.6001,-59.6001,0
913.25,-59.5978,-59.5978,0
913.5,-59.5956,-59.5956,0
913.75,-59.5933,-59.5933,0
914,-59.5911,-59.5911,0
914.25,-59.5888,-59.5888,0
914.5,-59.5866,-59.5866,0
914.75,-59.5843,-59.5843,0
915,-59.5821,-59.5821,0
915.25,-59.5798,-59.5798,0
915.5,-59.5776,-59.5776,0
915.75,-59.5753,-59.5753,0
916,-59.5731,-59.5731,0
916.25,-59.5708,-59.5708,0
916.5,-59.5686,-59.5686,0
916.75,-59.5663,-59.5663,0
917,-59.564,-59.564,0
917.25,-59.5618,-59.5618,0
917.5,-59.5595,-59.5595,0
917.75,-59.5573,-59.5573,0
918,-59.555,-59.555,0
918.25,-59.5528,-59.5528,0
918.5,-59.5505,-59.5505,0
918.75,-59.5482,-59.5482,0
919,-59.546,-59.546,0
919.25,-59.5437,-59.5437,0
919.5,-59.5414,-59.5414,0
919.75,-59.5392,-59.5392,0
920,-59.5369,-59.5369,0
920.25,-59.5346,-59.5346,0
920.5,-59.5324,-59.5324,0
920.75,-59.5301,-59.5301,0
921,-59.5278,-59.5278,0
921.25,-59.5256,-59.5256,0
921.5,-59.5233,-59.5233,0
921.75,-59.521,-59.521,0
922,-59.5188,-59.5188,0
922.25,-59.5165,-59.5165,0
922.5,-59.5142,-59.5142,0
922.75,-59.5119,-59.5119,0
923,-59.5097,-59.5097,0
923.25,-59.5074,-59.5074,0
923.5,-59.5051,-59.5051,0
923.75,-59.5028,-59.5028,0
924,-59.5006,-59.5006,0
924.25,-59.4983,-59.4983,0
924.5,-59.496,-59.496,0
924.75,-59.4937,-59.4937,0
925,-59.4914,-59.4914,0
925.25,-59.4891,-59.4891,0
925.5,-59.4869,-59.4869,0
925.75,-59.4846,-59.4846,0
926,-59.4823,-59.4823,0
926.25,-59.48,-59.48,0
926.5,-59.4777,-59.4777,0
926.75,-59.4754,-59.4754,0
927,-59.4731,-59.4731,0
927.25,-59.4709,-59.4709,0
927.5,-59.4686,-59.4686,0
927.75,-59.4663,-59.4663,0
928,-59.464,-59.464,0
928.25,-59.4617,-59.4617,0
928.5,-59.4594,-59.4594,0
928.75,-59.4571,-59.4571,0
929,-59.4548,-59.4548,0
929.25,-59.4525,-59.4525,0
929.5,-59.4502,-59.4502,0
929.75,-59.4479,-59.4479,0
930,-59.4456,-59.4456,0
930.25,-59.4433,-59.4433,0
930.5,-59.441,-59.441,0
930.75,-59.4387,-59.4387,0
931,-59.4364,-59.4364,0
931.25,-59.4341,-59.4341,0
931.5,-59.4318,-59.4318,0
931.75,-59.4295,-59.4295,0
932,-59.4272,-59.4272,0
932.25,-59.4249,-59.4249,0
932.5,-59.4226,-59.4226,0
932.75,-59.4203,-59.4203,0
933,-59.418,-59.418,0
933.25,-59.4157,-59.4157,0
933.5,-59.4134,-59.4134,0
933.75,-59.4111,-59.4111,0
934,-59.4088,-59.4088,0
934.25,-59.4064,-59.4064,0
934.5,-59.4041,-59.4041,0
934.75,-59.4018,-59.4018,0
935,-59.3995,-59.3995,0
935.25,-59.3972,-59.3972,0
935.5,-59.3949,-59.3949,0
935.75,-59.3926,-59.3926,0
936,-59.3902,-59.3902,0
936.25,-59.3879,-59.3879,0
936.5,-59.3856,-59.3856,0
936.75,-59.3833,-59.3833,0
937,-59.381,-59.381,0
937.25,-59.3786,-59.3786,0
937.5,-59.3763,-59.3763,0
937.75,-59.374,-59.374,0
938,-59.3717,-59.3717,0
938.25,-59.3693,-59.3693,0
938.5,-59.367,-59.367,0
938.75,-59.3647,-59.3647,0
939,-59.3624,-59.3624,0
939.25,-59.36,-59.36,0
939.5,-59.3577,-59.3577,0
939.75,-59.3554,-59.3554,0
940,-59.353,-59.353,0
940.25,-59.3507,-59.3507,0
940.5,-59.3484,-59.3484,0
940.75,-59.346,-59.346,0
941,-59.3437,-59.3437,0
941.25,-59.3414,-59.3414,0
941.5,-59.339,-59.339,0
941.75,-59.3367,-59.3367,0
942,-59.3344,-59.3344,0
942.25,-59.332,-59.332,0
942.5,-59.3297,-59.3297,0
942.75,-59.3273,-59.3273,0
943,-59.325,-59.325,0
943.25,-59.3227,-59.3227,0
943.5,-59.3203,-59.3203,0
943.75,-59.318,-59.318,0
944,-59.3156,-59.3156,0
944.25,-59.3133,-59.3133,0
944.5,-59.3109,-59.3109,0
944.75,-59.3086,-59.3086,0
945,-59.3062,-59.3062,0
945.25,-59.3039,-59.3039,0
945.5,-59.3015,-59.3015,0
945.75,-59.2992,-59.2992,0
946,-59.2968,-59.2968,0
946.25,-59.2945,-59.2945,0
946.5,-59.2921,-59.2921,0
946.75,-59.2898,-59.2898,0
947,-59.2874,-59.2874,0
947.25,-59.2851,-59.2851,0
947.5,-59.2827,-59.2827,0
947.75,-59.2803,-59.2803,0
948,-59.278,-59.278,0
948.25,-59.2756,-59.2756,0
948.5,-59.2733,-59.2733,0
948.75,-59.2709,-59.2709,0
949,-59.2685,-59.2685,0
949.25,-59.2662,-59.2662,0
949.5,-59.2638,-59.2638,0
949.75,-59.2614,-59.2614,0
950,-59.2591,-59.2591,0
950.25,-59.2567,-59.2567,0
950.5,-59.2543,-59.2543,0
950.75,-59.252,-59.252,0
951,-59.2496,-59.2496,0
951.25,-59.2472,-59.2472,0
951.5,-59.2448,-59.2448,0
951.75,-59.2425,-59.2425,0
952,-59.2401,-59.2401,0
952.25,-59.2377,-59.2377,0
952.5,-59.2353,-59.2353,0
952.75,-59.233,-59.233,0
953,-59.2306,-59.2306,0
953.25,-59.2282,-59.2282,0
953.5,-59.2258,-59.2258,0
953.75,-59.2235,-59.2235,0
954,-59.2211,-59.2211,0
954.25,-59.2187,-59.2187,0
954.5,-59.2163,-59.2163,0
954.75,-59.2139,-59.2139,0
955,-59.2115,-59.2115,0
955.25,-59.2091,-59.2091,0
955.5,-59.2068,-59.2068,0
955.75,-59.2044,-59.2044,0
956,-59.202,-59.202,0
956.25,-59.1996,-59.1996,0
956.5,-59.1972,-59.1972,0
956.75,-59.1948,-59.1948,0
957,-59.1924,-59.1924,0
957.25,-59.19,-59.19,0
957.5,-59.1876,-59.1876,0
957.75,-59.1852,-59.1852,0
958,-59.1828,-59.1828,0
958.25,-59.1804,-59.1804,0
958.5,-59.178,-59.178,0
958.75,-59.1756,-59.1756,0
959,-59.1732,-59.1732,0
959.25,-59.1708,-59.1708,0
959.5,-59.1684,-59.1684,0
959.75,-59.166,-59.166,0
960,-59.1636,-59.1636,0
960.25,-59.1612,-59.1612,0
960.5,-59.1588,-59.1588,0
960.75,-59.1564,-59.1564,0
961,-59.154,-59.154,0
961.25,-59.1516,-59.1516,0
961.5,-59.1492,-59.1492,0
961.75,-59.1468,-59.1468,0
962,-59.1443,-59.1443,0
962.25,-59.1419,-59.1419,0
962.5,-59.1395,-59.1395,0
962.75,-59.1371,-59.1371,0
963,-59.1347,-59.1347,0
963.25,-59.1323,-59.1323,0
963.5,-59.1298,-59.1298,0
963.75,-59.1274,-59.1274,0
964,-59.125,-59.125,0
964.25,-59.1226,-59.1226,0
964.5,-59.1202,-59.1202,0
964.75,-59.1177,-59.1177,0
965,-59.1153,-59.1153,0
965.25,-59.1129,-59.1129,0
965.5,-59.1105,-59.1105,0
965.75,-59.108,-59.108,0
966,-59.1056,-59.1056,0
966.25,-59.1032,-59.1032,0
966.5,-59.1007,-59.1007,0
966.75,-59.0983,-59.0983,0
967,-59.0959,-59.0959,0
967.25,-59.0934,-59.0934,0
967.5,-59.091,-59.091,0
967.75,-59.0886,-59.0886,0
968,-59.0861,-59.0861,0
968.25,-59.0837,-59.0837,0
968.5,-59.0813,-59.0813,0
968.75,-59.0788,-59.0788,0
969,-59.0764,-59.0764,0
969.25,-59.0739,-59.0739,0
969.5,-59.0715,-59.0715,0
969.75,-59.0691,-59.0691,0
970,-59.0666,-59.0666,0
970.25,-59.0642,-59.0642,0
970.5,-59.0617,-59.0617,0
970.75,-59.0593,-59.0593,0
971,-59.0568,-59.0568,0
971.25,-59.0544,-59.0544,0
971.5,-59.0519,-59.0519,0
971.75,-59.0495,-59.0495,0
972,-59.047,-59.047,0
972.25,-59.0446,-59.0446,0
972.5,-59.0421,-59.0421,0
972.75,-59.0396,-59.0396,0
973,-59.0372,-59.0372,0
973.25,-59.0347,-59.0347,0
973.5,-59.0323,-59.0323,0
973.75,-59.0298,-59.0298,0
974,-59.0273,-59.0273,0
974.25,-59.0249,-59.0249,0
974.5,-59.0224,-59.0224,0
974.75,-59.02,-59.02,0
975,-59.0175,-59.0175,0
